id,rated,turns,victory_status,winner,increment_code,white_rating,black_rating,first_move,opening_eco,opening_name,opening_ply
iVBjCQ3G,TRUE,48,resign,white,10+0,1388,1326,e4,B10,Caro-Kann Defense,2
0AgJ5zCd,TRUE,28,mate,black,10+0,1500,1503,e3,A00,Van't Kruijs Opening,1
SZFctKpv,TRUE,4,resign,black,10+0,1650,1812,e4,C44,King's Knight Opening: Normal Variation,4
jxMzxk8b,TRUE,43,resign,white,10+0,1436,1668,d4,C00,Rat Defense: Small Center Defense,4
FUXC8VIa,TRUE,78,mate,black,10+0,1678,1715,d4,D10,Slav Defense,4
7WqOA0cr,TRUE,75,outoftime,white,10+0,1724,1688,e4,B08,Pirc Defense: Classical Variation,8
bt5ULBym,TRUE,39,resign,white,10+0,1678,1630,d4,D20,Queen's Gambit Accepted: Old Variation,5
gaj4pBkr,TRUE,41,resign,white,10+0,1728,1688,Nf3,B32,Sicilian Defense: Loewenthal Variation,8
GNBLSaYn,TRUE,98,outoftime,black,10+0,1701,1638,e4,C50,Italian Game: Giuoco Pianissimo |  Normal,8
aHxU6UPt,TRUE,62,resign,black,10+0,1715,1652,e4,B50,Sicilian Defense: Delayed Alapin,5
3lAiJcpM,TRUE,61,outoftime,white,10+0,1777,1725,e4,E90,King's Indian Defense: Normal Variation |  Rare Defenses,9
ujwDMfSD,TRUE,100,mate,black,10+0,1745,1747,e4,B40,Sicilian Defense: French Variation,4
4HqiEPQW,TRUE,37,outoftime,white,10+0,1831,1745,e4,B21,Sicilian Defense: Smith-Morra Gambit Accepted |  Morphy Defense,12
KzpY4e55,TRUE,125,mate,white,10+0,1732,1747,e4,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
2IZ9TPKv,TRUE,30,mate,black,10+0,1759,1719,d4,A41,Queen's Pawn,2
lBOHR7mm,TRUE,43,draw,draw,10+0,1739,1719,e4,B07,Pirc Defense #4,2
RPnO9Exf,TRUE,80,outoftime,black,10+0,1747,1588,d4,D06,Queen's Gambit Refused: Austrian Defense,4
9Ig5zjWo,TRUE,63,resign,white,10+0,1742,1506,e4,C41,Philidor Defense #3,5
pYHy2zOb,TRUE,49,mate,white,10+0,1728,1772,d4,D02,Queen's Pawn Game: Zukertort Variation,3
7LLHLS9P,TRUE,39,mate,white,10+0,2257,1730,e4,B07,Pirc Defense #5,3
6ttRDZPL,TRUE,102,outoftime,black,10+0,1434,1726,e3,A00,Van't Kruijs Opening,1
c0vK9sas,TRUE,38,mate,black,10+0,1742,1602,e4,C55,Italian Game: Anti-Fried Liver Defense,6
jT1WQKYr,TRUE,105,outoftime,white,10+0,1997,1747,e4,B07,Pirc Defense #4,2
qsbGT8q0,TRUE,35,resign,black,10+0,1751,1992,e4,C00,French Defense: Knight Variation,3
yTezA1Rw,TRUE,35,resign,white,10+0,1987,1757,e4,B08,Pirc Defense: Classical Variation,8
H6IRJjQw,TRUE,82,outoftime,black,10+0,1762,1971,e4,C42,Petrov's Defense #2,5
0arZqptN,TRUE,83,outoftime,white,10+0,1964,1768,e4,B08,Pirc Defense: Classical Variation,8
DvoCZF7r,TRUE,89,mate,white,10+0,1939,1795,e3,A00,Van't Kruijs Opening,1
uk8Zyemb,TRUE,22,resign,black,10+0,1811,1696,e4,C40,King's Pawn Game: Busch-Gass Gambit,4
TtjJoF4c,TRUE,39,resign,white,10+0,1894,1820,e4,B07,Pirc Defense #4,2
BjplwwJ1,TRUE,34,resign,black,10+0,1835,1733,e4,C89,Ruy Lopez: Marshall Attack |  Modern Main Line,28
tl53pFke,TRUE,45,resign,white,10+0,1832,1503,d4,D06,Queen's Gambit Refused: Marshall Defense,4
zikVxKD7,TRUE,88,resign,black,10+0,2242,1811,e4,B06,Modern Defense: Standard Defense,6
7pXKXH1T,TRUE,39,resign,white,10+0,2101,1824,d4,D30,Queen's Gambit Declined,4
wgqucrhE,TRUE,62,resign,black,10+0,1828,2097,e4,B28,Sicilian Defense: O'Kelly Variation |  Yerevan System,5
PAoHx2p8,TRUE,102,resign,black,10+0,1846,1622,e4,B00,Owen Defense,2
KRyjXjsx,TRUE,41,resign,white,10+0,2048,1852,e4,B07,Pirc Defense #5,3
y36W6Jzm,TRUE,36,resign,black,10+0,1860,1969,e4,B30,Sicilian Defense: Old Sicilian,4
KCClkGmZ,TRUE,81,resign,black,10+0,1820,1850,e4,B07,Rat Defense: Harmonist,3
hYmpoy5g,TRUE,71,resign,white,10+0,1846,1551,e4,C67,Ruy Lopez: Berlin Defense |  Rio Gambit Accepted,8
lqOkE5vK,TRUE,32,resign,black,10+0,1680,1839,e4,B50,Sicilian Defense,4
lmh0GuUG,TRUE,65,resign,white,10+0,1829,1777,e4,B00,Nimzowitsch Defense: Williams Variation,4
KefzuDyN,TRUE,68,mate,black,10+0,1604,1824,d4,B08,Pirc Defense: Classical Variation,8
36Q6KvKr,FALSE,87,mate,white,10+0,939,963,e4,B02,Alekhine Defense: Mokele Mbembe,4
Wy0JzxHU,FALSE,66,resign,white,7+2,1458,939,Nf3,A06,Reti Opening,2
eFgLPMPp,TRUE,59,resign,white,10+0,1449,940,e4,C24,Bishop's Opening: Berlin Defense,4
QycZv63Y,TRUE,80,resign,black,10+0,949,1064,c4,A15,English Opening: Anglo-Indian Defense |  King's Indian Formation,4
qt2sbfqA,TRUE,66,mate,black,10+0,961,974,h4,A00,Kadas Opening,1
ZmQMxHFt,TRUE,89,resign,white,10+0,963,975,e4,C20,King's Pawn Game: Wayward Queen Attack,3
xyJVLOev,TRUE,5,outoftime,white,10+0,1046,986,e4,C27,Vienna Game,3
c0VRAFQz,TRUE,95,outoftime,white,8+0,1801,1784,Nf3,A04,Zukertort Opening: Sicilian Invitation,2
WoXGmMSk,TRUE,41,resign,white,5+8,1768,1773,e4,B53,Sicilian Defense: Modern Variations |  Tartakower,7
XL0qQ3Z3,TRUE,108,draw,draw,5+5,1857,1763,d4,A43,Benoni Defense: Cormorant Gambit,4
ztoVjv5e,TRUE,108,mate,black,15+10,1775,1890,e4,B11,Caro-Kann Defense: Two Knights Attack |  Mindeno Variation,6
hfrdFAJK,TRUE,92,mate,black,9+0,1815,1724,e4,B18,Caro-Kann Defense: Classical Variation,8
AfI69Hi1,TRUE,62,mate,black,5+5,1815,1872,e4,C05,French Defense: Tarrasch Variation |  Closed Variation,6
5xnhQq2T,TRUE,47,resign,white,5+8,1800,1741,e4,C41,Philidor Defense #3,5
wz37PkPN,TRUE,168,resign,black,7+8,1522,1793,d4,A45,Indian Game,2
QtDsXGRd,TRUE,27,mate,white,10+3,1868,1808,d4,C01,French Defense: Mediterranean Defense,4
jkcbQvhE,TRUE,21,resign,white,10+5,1796,1643,e4,C07,French Defense: Tarrasch Variation |  Open System |  Suechting Line,7
VcRPgzDt,TRUE,58,mate,black,8+7,1394,1792,e4,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,5
lzJdapQf,TRUE,63,resign,white,10+0,1412,1410,e4,B01,Scandinavian Defense: Main Line,6
uwgsMl1L,TRUE,28,mate,black,10+0,1417,1565,e4,C00,French Defense #2,2
3RrZPA8T,TRUE,49,mate,white,10+0,1412,1174,e4,C23,Bishop's Opening,3
p6AEqAlu,TRUE,20,resign,black,10+0,1464,1397,e4,A06,Zukertort Opening: Tennison Gambit,3
kB64D7rV,TRUE,68,resign,black,10+0,1387,1385,e4,A06,Zukertort Opening: Tennison Gambit,3
AEnf3ulA,TRUE,107,draw,draw,10+0,1377,1645,e4,B07,Rat Defense: Harmonist,3
JYCYzHP1,TRUE,140,outoftime,black,10+0,1383,1588,e4,B00,Caro-Kann Defense: Hillbilly Attack,3
jGQvd3Wz,TRUE,200,outoftime,black,10+0,1910,1827,Nf3,A47,Queen's Indian Defense,4
EjMwQdAs,TRUE,80,resign,black,10+0,1752,1818,d4,D01,Queen's Pawn Game: Chigorin Variation,4
yR0d7vCz,TRUE,47,resign,white,10+0,1809,1762,e4,B01,Scandinavian Defense: Main Line,6
Vc9nBH5e,TRUE,51,outoftime,white,10+0,1803,1658,e4,C41,Philidor Defense #3,5
Xg0pELgT,TRUE,71,resign,white,10+0,1818,1813,e4,C27,Vienna Game #2,6
7S7qEsYs,TRUE,88,resign,black,10+0,1806,1802,e4,C42,Russian Game: Three Knights Game,5
IY1pe9oi,TRUE,158,draw,draw,10+0,1804,1757,e4,C50,Italian Game,5
HiEPU0Wz,TRUE,85,resign,white,10+0,1796,1700,e4,B15,Caro-Kann Defense,5
gYrID8Ip,TRUE,162,resign,black,10+0,1807,1786,e4,B20,Sicilian Defense: Lasker-Dunne Attack,3
OSP5NuJW,TRUE,60,resign,black,10+0,1726,1799,e4,C02,French Defense: Advance Variation,8
9TQ2C0Dn,TRUE,141,mate,white,10+0,1795,1523,e4,C50,Italian Game: Schilling-Kostic Gambit,6
jxRrW6we,TRUE,43,resign,white,10+0,1777,2054,e4,C00,French Defense: Knight Variation,3
u6QZIOGs,TRUE,104,draw,draw,10+0,1831,1776,d4,A51,Indian Game: Budapest Defense,4
LA0yEjVq,TRUE,55,resign,black,5+10,1786,1795,e4,C51,Italian Game: Evans Gambit Declined,8
CwAL0pfB,TRUE,79,outoftime,white,5+5,1775,1791,e4,B40,Sicilian Defense: French Variation,4
caZPkXrU,TRUE,51,resign,white,10+0,1789,1786,c4,A35,English Opening: Symmetrical Variation |  Four Knights Variation,6
KGu96y5q,TRUE,109,outoftime,white,10+0,1775,1761,e4,B30,Sicilian Defense: Old Sicilian,4
bClicac9,TRUE,41,resign,white,5+5,1773,1786,e4,C42,Russian Game: Urusov Gambit,5
L6wm8T10,TRUE,81,resign,white,5+5,1743,1799,b4,A00,Polish Opening: Schiffler-Sokolsky Variation,7
sNarS95j,TRUE,131,outoftime,white,10+0,1807,1809,e4,C21,Danish Gambit,5
ivwNhndL,TRUE,60,resign,black,10+0,1823,1729,e4,B18,Caro-Kann Defense: Classical Variation,8
V46OrhKq,TRUE,44,resign,black,10+0,1764,1814,d4,A45,Indian Game,2
5806w6mh,TRUE,83,resign,white,10+0,1801,1881,e4,B50,Sicilian Defense,4
fGHaofXX,TRUE,52,resign,black,10+0,1814,1723,e4,B30,Sicilian Defense: Old Sicilian,4
fHYOOsoN,TRUE,80,resign,black,10+0,1733,1806,d4,A45,Indian Game,2
D5D0vrXC,TRUE,73,mate,white,10+0,1743,1819,d4,A52,Budapest Defense: Adler Variation,7
TMyZynRK,TRUE,190,outoftime,draw,10+0,1818,1849,e4,B00,King's Pawn Game: Nimzowitsch Defense,3
B6F57DCg,TRUE,92,outoftime,black,10+0,1600,1652,d4,D53,Queen's Gambit Declined: 4.Bg5 Be7,8
cxqyX8Hn,TRUE,63,resign,white,10+0,1640,1672,e4,B07,Pirc Defense #4,2
5JpEFY5t,TRUE,54,mate,black,5+5,1648,1765,d4,D35,Queen's Gambit Declined: Normal Defense,6
oU0xgYDW,TRUE,30,resign,white,5+5,1757,1656,e4,B90,Sicilian Defense: Najdorf Variation |  English Attack,11
mZNrSW4W,TRUE,48,resign,black,5+5,1792,1640,e4,C41,Philidor Defense: Exchange Variation,8
UsAKqNE4,TRUE,54,mate,black,5+5,1647,1785,e4,B90,Sicilian Defense: Najdorf |  Lipnitsky Attack,11
EVY7fmtB,TRUE,42,resign,black,5+5,1801,1631,e4,C45,Scotch Game: Classical Variation,8
IrN53AMc,TRUE,50,outoftime,black,5+5,1638,1795,e4,B50,Sicilian Defense: Delayed Alapin,5
3r8AgEY5,TRUE,29,resign,white,5+5,1788,1645,e4,C41,Philidor Defense: Exchange Variation,8
YRFhcRdc,TRUE,48,resign,black,5+5,1652,1781,e4,B94,Sicilian Defense: Najdorf Variation,11
5LDkduNc,TRUE,78,mate,black,5+5,1796,1636,e4,B80,Sicilian Defense: Scheveningen Variation |  English Attack #2,13
IYYfWeyD,TRUE,90,resign,black,15+5,1723,1622,e4,C41,Philidor Defense #2,4
GttxcyPB,FALSE,47,resign,black,15+0,1588,1622,e4,C41,Philidor Defense #2,4
r1FScz9q,TRUE,53,resign,white,25+3,1664,1652,Nf3,A06,Reti Opening,2
3QRzzImU,TRUE,47,resign,white,25+3,1707,1674,e4,C46,Four Knights Game: Gunsberg Variation,7
apM8pgPm,TRUE,71,resign,white,25+3,1670,1685,e4,B02,Alekhine Defense: Normal Variation,4
Ox9I6BmR,TRUE,97,mate,white,25+3,1674,1680,Nf3,A27,English Opening: King's English Variation |  Three Knights System,5
kAOW8XTT,TRUE,47,mate,white,25+3,1670,1685,e4,C44,King's Knight Opening: Normal Variation,4
p1mTd0Qi,TRUE,58,resign,black,25+6,1692,1792,c4,A22,English Opening: King's English Variation |  Two Knights Variation,4
5iP5bjLf,FALSE,122,draw,draw,10+0,1747,1692,e4,B06,Modern Defense,2
sDtIwHRZ,FALSE,111,mate,white,10+0,1692,1747,b3,A01,Nimzo-Larsen Attack: Modern Variation #4,5
IWYjUDTh,FALSE,91,resign,white,10+0,1747,1692,e4,C62,Ruy Lopez: Steinitz Defense,6
Y2p579TY,FALSE,53,resign,white,10+0,1692,1747,c4,A28,English Opening: King's English Variation |  Four Knights Variation |  Flexible Line,7
fQapPswB,FALSE,130,resign,black,10+0,1747,1692,e4,B02,Alekhine Defense: Scandinavian Variation,4
qxjhBnVF,FALSE,43,resign,white,10+0,1692,1747,d4,D02,Queen's Pawn Game: Zukertort Variation,3
VbSxdjmh,FALSE,121,resign,white,15+3,1692,1747,e4,C50,Italian Game,5
CIWHv7fy,FALSE,110,resign,black,15+3,1747,1692,e4,B50,Sicilian Defense: Delayed Alapin,5
mGBTdZxl,FALSE,96,outoftime,black,10+10,1747,1692,e4,C48,Four Knights Game: Spanish Variation |  Rubinstein Variation,8
OM6fHsgu,FALSE,43,resign,white,10+10,1692,1747,b3,A01,Nimzo-Larsen Attack: Modern Variation #2,3
N8QyUsm0,FALSE,81,draw,draw,10+10,1747,1692,e4,C60,Ruy Lopez: Cozio Defense,6
Jh6tOw22,FALSE,129,resign,white,10+10,1692,1747,Nf3,D02,Queen's Pawn Game: Symmetrical Variation,4
vrbm4otk,FALSE,164,draw,draw,30+30,1654,1692,e4,B20,Sicilian Defense: Bowdler Attack,3
z74jFYPI,FALSE,79,resign,white,15+3,1600,1692,e4,B00,King's Pawn Game: Nimzowitsch Defense,3
Pn7jaQ58,FALSE,54,resign,black,15+10,1692,1637,c4,E10,Indian Game: Anti-Nimzo-Indian,5
KstP51lN,FALSE,128,resign,black,25+3,1692,1637,Nf3,A13,English Opening: Agincourt Defense #3,3
Vc1j6vTJ,TRUE,80,resign,black,25+6,1606,1684,e4,C62,Ruy Lopez: Steinitz Defense,6
f6JJUSd1,TRUE,62,resign,black,25+6,1694,1704,Nf3,D11,Slav Defense: Quiet Variation,7
dKR1aBzJ,TRUE,44,resign,white,25+6,1688,1705,e4,B06,Robatsch (Modern) Defense,4
f4KNTDib,TRUE,73,mate,white,30+10,1696,1657,Nf3,A04,Zukertort Opening: Sicilian Invitation,2
KgGwoFhE,TRUE,9,resign,black,25+6,1628,1688,e4,B50,Sicilian Defense,4
wHtLWVyy,TRUE,53,resign,white,25+6,1679,1626,b3,A01,Nimzo-Larsen Attack: Modern Variation,2
GPpLSrzY,TRUE,83,resign,white,25+6,1669,1663,Nf3,A04,Zukertort Opening: Dutch Variation,2
0xqD4Eu4,FALSE,97,resign,white,25+10,1669,1573,Nf3,A13,English Opening: Agincourt Defense #3,3
kS4XNPiB,TRUE,82,resign,black,25+5,1652,1659,e4,B06,Modern Defense,2
vSg4Fpx0,TRUE,36,mate,black,25+5,1636,1649,e4,B12,Caro-Kann Defense: Advance Variation |  Short Variation,7
S4cJcYqT,TRUE,26,resign,black,25+5,1660,1622,Nf3,A07,King's Indian Attack,3
sU85LAWa,TRUE,53,resign,white,25+5,1682,1670,e4,B21,Sicilian Defense: McDonnell Attack,3
Zc2JT2hU,FALSE,114,mate,black,10+3,1548,1670,d4,D06,Queen's Gambit Refused: Marshall Defense,4
BlCnBbtx,FALSE,77,mate,white,10+3,1670,1548,Nf3,A06,Reti Opening,2
J3agLiAH,FALSE,57,resign,white,15+3,1651,1670,e3,A00,Van't Kruijs Opening,1
h4C0Ywpo,FALSE,93,mate,white,25+6,1651,1670,e4,B20,Sicilian Defense: Staunton-Cochrane Variation,3
HgBF7YJj,FALSE,65,resign,white,25+4,1670,1659,e4,C41,Philidor Defense: Exchange Variation #2,7
eUGHGWVy,TRUE,99,mate,white,10+0,2095,1679,e4,B77,Sicilian Defense: Dragon Variation |  Yugoslav Attack #2,16
nVUXuZ9g,TRUE,69,resign,white,10+0,1872,1685,e4,C50,Italian Game: Hungarian Defense,6
46gjVdnR,TRUE,34,mate,black,10+0,1421,1680,e4,C20,King's Pawn Game: Leonardis Variation,3
dNWjM5QP,TRUE,37,resign,white,10+0,1670,1625,e4,C28,Vienna Game: Vienna Gambit,5
3gqlP5a4,TRUE,72,resign,black,10+0,1686,1676,e4,B00,Owen Defense,2
K4kSlICC,TRUE,61,resign,white,10+0,1804,1698,c4,A25,English Opening: King's English Variation |  Reversed Closed Sicilian,4
uG9PZfhz,TRUE,87,resign,white,10+0,1691,1567,e4,C25,Vienna Game: Omaha Gambit,5
eK91Ivjo,TRUE,49,mate,white,10+0,1679,1690,e4,B52,Sicilian Defense: Canal Attack |  Main Line,6
cvbQJGkA,TRUE,11,resign,white,10+0,1666,1702,e4,C28,Vienna Game: Vienna Gambit,5
OYjoTWru,TRUE,66,mate,black,10+0,1691,1643,e4,C00,French Defense: Chigorin Variation,3
HwVkFwpN,TRUE,27,mate,white,10+0,1933,1696,e4,C37,King's Gambit Accepted |  Ghulam-Kassim Gambit,11
f8BOzWo0,TRUE,25,resign,white,10+0,1675,2055,e4,B40,Sicilian Defense: Delayed Alapin Variation,5
1jPH6acJ,TRUE,102,mate,black,10+0,1716,1661,e4,C21,Danish Gambit,5
GP6th0Wd,TRUE,60,mate,black,10+0,1568,1653,d4,D00,Queen's Pawn Game,2
bhWTgUrQ,TRUE,45,resign,white,10+0,1648,1630,e4,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,5
lWbTn6kO,TRUE,99,resign,white,10+0,1647,1664,e4,C31,King's Gambit |  Falkbeer Countergambit |  Staunton Line,6
myu6ItXv,TRUE,41,mate,white,10+0,1664,1632,e4,C00,French Defense: Chigorin Variation,3
dtUD8U9h,TRUE,55,mate,white,10+0,1661,1322,e4,C27,Vienna Game,3
nnAtbZUu,TRUE,51,resign,white,10+0,1765,1669,d4,D15,Slav Defense: Three Knights Variation,7
sBdOiQCw,TRUE,72,mate,black,10+0,1672,2052,e4,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,5
9gUNEtg0,TRUE,97,outoftime,white,10+0,1785,1680,e4,C50,Italian Game: Hungarian Defense,6
8Xr8Hmp7,TRUE,48,resign,black,10+0,1873,1913,e4,C40,Latvian Gambit,4
5JxE5a6e,TRUE,61,mate,white,10+0,1871,1456,e4,A42,Modern Defense: Averbakh Variation,7
20OmhieD,TRUE,13,resign,white,10+0,1871,1098,e4,C55,Italian Game: Two Knights Defense |  Modern Bishop's Opening,7
8PLe6htc,TRUE,80,resign,white,10+0,1836,1884,e4,C71,Ruy Lopez: Morphy Defense |  Modern Steinitz Defense #2,8
CmL3yjXT,TRUE,101,outoftime,white,10+0,1822,1886,d4,D02,Queen's Pawn Game: Chigorin Variation,4
HSGAIrXF,TRUE,68,resign,black,10+0,1901,1806,e4,C44,Ponziani Opening: Jaenisch Counterattack,6
R1K9ltRP,TRUE,87,resign,white,10+0,1893,1768,e4,C00,French Defense: Steiner Variation,3
bv1UoisS,TRUE,104,mate,black,10+0,1738,1886,c4,A30,English Opening: Symmetrical Variation,2
EK64Avgy,TRUE,81,resign,white,10+0,1872,1940,e4,B00,Nimzowitsch Defense: Scandinavian Variation |  Exchange Variation,6
jb6MsLP4,TRUE,21,resign,white,10+0,1862,1809,e4,C44,Ponziani Opening,5
QoOsVKfY,TRUE,65,resign,white,10+0,1753,1871,e4,C50,Italian Game,5
mkJ2a2g4,TRUE,46,resign,black,10+0,1826,1860,e4,C30,King's Gambit,3
ohkjRF5s,TRUE,80,resign,black,10+0,1882,1504,e4,C44,Ponziani Opening,5
7PqSktX1,TRUE,96,mate,black,10+0,1729,1874,e4,C45,Scotch Game: Paulsen Attack,13
msxAhGhj,TRUE,118,mate,black,10+0,1232,1874,e4,C45,Scotch Game: Classical Variation,8
aDSfFuSg,TRUE,74,resign,white,8+0,2016,1889,e4,C70,Ruy Lopez: Morphy Defense |  Classical Defense Deferred,8
f2zZ2fom,FALSE,76,resign,black,10+40,2235,2447,d4,A50,Slav Indian,4
rYI1lDrD,TRUE,56,outoftime,black,10+0,1282,1472,d4,D10,Slav Defense: Exchange Variation,5
fW3rGkge,TRUE,82,resign,black,15+0,1330,1464,e4,B25,Sicilian Defense: Closed Variation |  Traditional,4
eDtXG9KG,TRUE,38,resign,black,25+0,1461,1559,e4,C41,Philidor Defense #3,5
VFpK0teP,TRUE,55,resign,white,15+5,1440,1777,e4,C50,Italian Game: Giuoco Pianissimo |  Normal,8
hq5NGecy,TRUE,58,resign,black,9+8,1558,1423,e4,B20,Sicilian Defense: Bowdler Attack,3
1PkLSYHu,TRUE,73,resign,white,15+0,1391,1437,e4,C22,Center Game: Normal Variation,6
lqTpFzLp,TRUE,36,resign,white,15+3,1403,1451,d4,A40,Horwitz Defense,2
TJbyIp9Y,TRUE,90,outoftime,black,8+6,1631,1432,d4,C02,French Defense: Advance Variation |  Milner-Barry Gambit,11
PGXoUJh7,TRUE,86,resign,black,14+1,1153,1428,e4,C00,French Defense: King's Indian Attack,3
BFuGbDwI,TRUE,49,resign,white,14+1,1423,1158,e4,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
Q0TUIkSp,TRUE,64,mate,black,10+10,1262,1416,e4,C00,French Defense: Knight Variation,3
xji94KKX,TRUE,29,resign,white,10+0,1352,1431,e3,A00,Van't Kruijs Opening,1
elWcrv3i,TRUE,64,resign,black,5+7,1433,1869,e4,B00,Owen Defense,2
kddAnXIO,TRUE,62,resign,black,10+8,1458,1044,e4,C42,Petrov's Defense,4
gxtaeLqK,TRUE,59,mate,white,6+10,1581,1466,d4,C02,French Defense: Advance Variation #2,7
1usBrN9l,TRUE,41,mate,white,5+8,1461,1246,e4,C45,Scotch Game,7
61bbuQuT,TRUE,45,resign,white,5+10,1454,1289,e4,B33,Sicilian Defense: Open,8
ng6pCmqW,TRUE,29,resign,white,5+8,1339,1470,e4,C02,French Defense: Advance Variation #2,7
uqjpziQE,TRUE,99,resign,white,6+3,1451,1865,e4,C41,Philidor Defense,5
T6AVNA8P,TRUE,47,resign,white,5+8,1844,1453,e4,B32,Sicilian Defense: Loewenthal Variation,8
Vxqelf7n,TRUE,86,resign,white,12+0,1450,1136,e4,B00,Owen Defense,2
NZRNZMUC,FALSE,54,mate,black,5+5,1500,1500,h4,A00,Kadas Opening,1
6MWeMV6n,FALSE,22,resign,black,10+0,1463,1500,e4,B00,Ware Defense,2
8WxfSxC9,FALSE,107,resign,white,20+10,2500,2205,e4,B40,Sicilian Defense: French Variation,4
RJKqqEPe,TRUE,23,resign,white,10+0,2131,1869,d4,D06,Queen's Gambit Refused: Marshall Defense,4
vWgmPhat,TRUE,58,resign,white,10+0,1852,1805,e4,C00,St. George Defense,4
P2VFYPEU,TRUE,64,mate,black,10+0,1873,1858,e4,B70,Sicilian Defense: Dragon Variation,10
kKnHY1rx,TRUE,71,outoftime,white,10+0,1865,1623,e4,B13,Caro-Kann Defense: Panov Attack #2,7
QXmhHv6m,TRUE,128,resign,black,10+0,1732,1850,e4,C68,Ruy Lopez: Exchange Variation,7
OZmVxVso,TRUE,72,mate,black,10+0,1864,2011,e4,C45,Scotch Game: Classical Variation,8
xswl2Zr5,TRUE,76,mate,black,10+0,2040,1827,e4,C54,Italian Game: Classical Variation |  Greco Gambit |  Moeller-Therkatz Attack,17
PXbgjgAS,TRUE,79,mate,white,10+0,1800,1508,e4,C44,Scotch Game,5
JyYj994x,TRUE,19,resign,white,10+0,1918,1820,c4,A28,English Opening: King's English Variation |  Four Knights Variation |  Quiet Line #3,7
pdquXDjG,TRUE,35,resign,black,10+0,1842,1915,e4,B13,Caro-Kann Defense: Panov Attack #2,7
wNI6kqYM,TRUE,47,resign,black,10+0,1502,1834,e4,C50,Giuoco Piano,6
BS2V2Mmf,TRUE,99,mate,white,10+0,1810,1728,e4,C41,Philidor Defense: Exchange Variation #2,7
7vtUZYjH,TRUE,58,resign,black,10+0,1789,1776,e4,C50,Italian Game: Giuoco Pianissimo |  Normal,8
dyxTKesP,TRUE,95,outoftime,white,10+0,1723,1708,e4,B00,Owen Defense,2
r7Nqlchp,TRUE,41,mate,white,10+0,1662,1808,e4,C44,Scotch Game: Scotch Gambit |  London Defense,8
BS3GFyxW,TRUE,44,resign,white,10+0,1801,1697,e4,C77,Ruy Lopez: Morphy Defense |  Anderssen Variation,9
YYi34Cf3,TRUE,50,mate,black,10+0,1750,1761,e4,C40,King's Pawn Game: McConnell Defense,4
IKikpvW0,TRUE,47,mate,white,10+0,1678,1717,e4,C01,French Defense: Exchange Variation,5
fi9fVxFJ,TRUE,99,resign,white,10+0,1596,1643,e4,C44,Scotch Game: Lolli Variation,6
ttaaZI0J,FALSE,79,resign,white,8+0,2613,1904,d4,D53,Queen's Gambit Declined: 4.Bg5 Be7,8
UkjiRDM7,TRUE,75,resign,white,10+0,1893,1897,d4,A42,Modern Defense: Averbakh System |  Randspringer Variation,8
edBe6w4s,TRUE,57,resign,white,10+0,2003,1901,e4,C07,French Defense: Tarrasch Variation |  Open System |  Suechting Line,7
jD3UqCHi,TRUE,101,draw,draw,10+0,1815,1904,e4,C01,French Defense: Exchange Variation,5
5ZjOnwjl,TRUE,226,draw,draw,10+0,1817,1907,e4,C00,French Defense: Knight Variation,3
evNdFSN9,TRUE,105,resign,white,10+0,1899,1776,d4,E61,Indian Game: West Indian Defense,4
gUoqFZai,TRUE,78,mate,black,10+0,1610,1895,d4,A40,Horwitz Defense,2
Jx1Oqcv2,TRUE,129,resign,white,10+0,1888,1736,d4,E61,King's Indian Defense,6
7QGbcCNT,TRUE,59,mate,white,10+0,2224,1802,e4,B22,Sicilian Defense: Alapin Variation,3
gLzBqpei,TRUE,70,resign,black,10+0,1783,2222,e4,B21,Sicilian Defense: Smith-Morra Gambit #2,3
YPchRaOE,TRUE,93,resign,white,10+0,2217,1970,e4,B00,King's Pawn Game: Nimzowitsch Defense,3
cszIzDWN,TRUE,74,resign,black,10+0,1873,2214,e4,B22,Sicilian Defense: Alapin Variation,3
lU5EPHid,TRUE,62,resign,white,10+0,2211,1878,e4,C41,Philidor Defense #4,6
icpFqsje,TRUE,28,mate,black,10+0,1935,2206,e4,B57,Sicilian Defense: Modern Variations |  Main Line,8
j5zxiG6A,TRUE,57,resign,white,10+0,2200,2029,e4,B22,Sicilian Defense: Alapin Variation |  Barmen Defense,6
HCEVIEL4,TRUE,27,resign,white,10+0,2199,1622,e4,C55,Italian Game: Anti-Fried Liver Defense,6
scMhV0gT,TRUE,64,resign,black,10+0,1971,2194,e4,B21,Sicilian Defense: McDonnell Attack,3
EoMOMVGc,TRUE,138,draw,draw,10+0,2274,2191,e4,B20,Sicilian Defense: Lasker-Dunne Attack,3
gDfziPXP,TRUE,90,mate,black,10+0,1801,2189,e4,B21,Sicilian Defense: Smith-Morra Gambit #2,3
ZcYO8S4t,TRUE,37,mate,white,10+0,2188,1536,e4,C00,Rat Defense: Small Center Defense,4
Oz7lolEm,TRUE,106,resign,black,15+5,2196,2314,e4,C40,Latvian Gambit Accepted |  Bilguer Variation,9
K7BxhB78,TRUE,114,resign,black,15+5,2346,2179,e4,B71,Sicilian Defense: Dragon Variation |  Levenfish Variation |  Main Line,12
